family_a	family_b	best_evalue
RF03638	RF03938	2.2e-08
RF03638	RF03940	0.004
RF03638	RF03955	2.2e-05
RF03638	RF03956	0.0024
RF03638	RF03957	1.7e-05
RF03638	RF03993	0.0086
RF03638	RF04007	0.0012
RF03638	RF04014	0.0003
RF03638	RF04039	1.2e-05
RF03638	RF04070	0.0058
RF03638	RF04073	8.2e-07
RF03638	RF04097	0.0047
RF03638	RF04099	0.00095
RF03638	RF04211	0.0045
RF03638	RF04241	4e-05
RF03638	RF04273	4.4e-05
RF03639	RF04267	0.0096
RF03640	RF03642	2.9e-05
RF03640	RF03658	0.0037
RF03640	RF03670	0.0089
RF03640	RF03693	2.7e-05
RF03640	RF03710	1.2e-06
RF03640	RF03712	0.0034
RF03640	RF03719	0.00011
RF03640	RF03722	0.0081
RF03640	RF03734	9.7e-08
RF03640	RF03743	1.1e-07
RF03640	RF03756	0.0001
RF03640	RF03757	0.0062
RF03640	RF03760	1.6e-07
RF03640	RF03769	0.0064
RF03640	RF03789	1.4e-05
RF03640	RF03793	0.0025
RF03640	RF03798	5.2e-05
RF03640	RF03802	1.8e-07
RF03640	RF03814	3.2e-05
RF03640	RF03826	0.0092
RF03640	RF03831	1.2e-06
RF03640	RF03846	0.00026
RF03640	RF03852	0.00095
RF03640	RF03861	2.3e-07
RF03640	RF03863	6.6e-08
RF03640	RF03879	1.8e-06
RF03640	RF03913	0.00076
RF03640	RF03937	5.1e-06
RF03640	RF03938	7.1e-08
RF03640	RF03940	3.6e-05
RF03640	RF03955	1.9e-06
RF03640	RF03966	0.0036
RF03640	RF03973	4.3e-11
RF03640	RF03979	0.0045
RF03640	RF03988	3.6e-06
RF03640	RF04003	0.0001
RF03640	RF04024	2.2e-05
RF03640	RF04026	0.0016
RF03640	RF04043	0.0012
RF03640	RF04051	5.6e-07
RF03640	RF04052	4e-06
RF03640	RF04065	0.0024
RF03640	RF04067	0.0024
RF03640	RF04087	1.8e-10
RF03640	RF04089	0.0011
RF03640	RF04092	7.7e-05
RF03640	RF04097	1.5e-06
RF03640	RF04099	0.00018
RF03640	RF04106	0.00026
RF03640	RF04108	1.2e-05
RF03640	RF04109	0.0064
RF03640	RF04111	1.1e-05
RF03640	RF04118	6.1e-06
RF03640	RF04124	2.3e-05
RF03640	RF04133	0.00014
RF03640	RF04134	4.1e-06
RF03640	RF04145	0.00032
RF03640	RF04156	3.4e-05
RF03640	RF04157	2e-05
RF03640	RF04161	8.1e-11
RF03640	RF04172	0.00022
RF03640	RF04196	8.3e-05
RF03640	RF04202	1.2e-05
RF03640	RF04204	0.0012
RF03640	RF04205	0.00033
RF03640	RF04209	0.00093
RF03640	RF04211	1.1e-05
RF03640	RF04214	5.9e-06
RF03640	RF04223	1.1e-05
RF03640	RF04230	0.0051
RF03640	RF04235	0.001
RF03640	RF04239	2.5e-09
RF03640	RF04240	8.2e-06
RF03640	RF04241	7.5e-06
RF03640	RF04251	0.0022
RF03640	RF04255	5.8e-06
RF03640	RF04265	4.5e-08
RF03640	RF04267	0.00013
RF03640	RF04278	5.7e-10
RF03640	RF04284	0.00096
RF03640	RF04298	8.1e-06
RF03641	RF03645	0.00029
RF03641	RF03664	1.8e-12
RF03641	RF03670	4.4e-07
RF03641	RF03674	0.0005
RF03641	RF03707	0.00025
RF03641	RF03719	4.1e-07
RF03641	RF03729	0.0015
RF03641	RF03730	0.00019
RF03641	RF03749	0.0066
RF03641	RF03776	1e-08
RF03641	RF03783	1.9e-09
RF03641	RF03788	2.8e-10
RF03641	RF03798	1.4e-09
RF03641	RF03812	8.3e-08
RF03641	RF03813	0.00012
RF03641	RF03826	0.00037
RF03641	RF03843	1.8e-05
RF03641	RF03872	6.9e-13
RF03641	RF03880	1.4e-10
RF03641	RF03901	5.6e-05
RF03641	RF03926	8.8e-05
RF03641	RF03933	5e-07
RF03641	RF03940	2.7e-06
RF03641	RF03955	4.6e-09
RF03641	RF03956	0.00041
RF03641	RF03966	1e-06
RF03641	RF03983	1.1e-07
RF03641	RF04007	2.2e-10
RF03641	RF04024	8e-07
RF03641	RF04027	0.0037
RF03641	RF04043	1.1e-06
RF03641	RF04054	4e-06
RF03641	RF04066	9.5e-06
RF03641	RF04067	4.3e-07
RF03641	RF04076	0.00089
RF03641	RF04079	5.5e-06
RF03641	RF04087	3.6e-08
RF03641	RF04099	6.5e-10
RF03641	RF04106	5.4e-07
RF03641	RF04108	4.9e-07
RF03641	RF04112	2.8e-07
RF03641	RF04115	0.0039
RF03641	RF04120	6.8e-08
RF03641	RF04128	6.3e-07
RF03641	RF04132	2.5e-11
RF03641	RF04134	2.8e-05
RF03641	RF04136	2.1e-06
RF03641	RF04138	8.8e-07
RF03641	RF04147	1.1e-06
RF03641	RF04174	2.1e-05
RF03641	RF04176	2.1e-08
RF03641	RF04195	3.5e-07
RF03641	RF04204	2.6e-06
RF03641	RF04206	8.1e-06
RF03641	RF04208	4.7e-05
RF03641	RF04209	5.2e-08
RF03641	RF04211	5.9e-08
RF03641	RF04240	0.0025
RF03641	RF04246	1.7e-05
RF03641	RF04250	1.5e-06
RF03641	RF04262	5e-05
RF03641	RF04265	1.8e-06
RF03641	RF04278	1.6e-06
RF03642	RF03644	4.5e-05
RF03642	RF03687	0.00012
RF03642	RF03691	0.00019
RF03642	RF03702	0.0059
RF03642	RF03716	0.0019
RF03642	RF03721	0.0025
RF03642	RF03728	8.2e-09
RF03642	RF03734	5.7e-07
RF03642	RF03736	1.1e-07
RF03642	RF03747	0.0015
RF03642	RF03756	2.8e-06
RF03642	RF03760	2.1e-06
RF03642	RF03783	5.7e-09
RF03642	RF03787	1.8e-05
RF03642	RF03789	2.8e-05
RF03642	RF03799	8.3e-05
RF03642	RF03804	1.3e-06
RF03642	RF03819	5.8e-06
RF03642	RF03826	0.0058
RF03642	RF03831	0.006
RF03642	RF03832	0.00086
RF03642	RF03834	2.2e-05
RF03642	RF03861	5.1e-05
RF03642	RF03871	5.8e-07
RF03642	RF03880	6.3e-07
RF03642	RF03904	0.0013
RF03642	RF03913	1.9e-06
RF03642	RF03918	0.0021
RF03642	RF03927	0.00092
RF03642	RF03933	0.003
RF03642	RF03940	1.7e-05
RF03642	RF03951	1.9e-07
RF03642	RF03955	1.2e-05
RF03642	RF03956	0.00077
RF03642	RF03959	0.0061
RF03642	RF03970	0.0005
RF03642	RF03972	1.1e-06
RF03642	RF03973	0.0029
RF03642	RF03995	0.0049
RF03642	RF04008	9.1e-05
RF03642	RF04015	0.00085
RF03642	RF04019	4.9e-07
RF03642	RF04024	5.6e-05
RF03642	RF04049	0.001
RF03642	RF04051	1.1e-07
RF03642	RF04066	6.5e-06
RF03642	RF04069	0.0059
RF03642	RF04072	0.005
RF03642	RF04076	3e-05
RF03642	RF04079	2.4e-05
RF03642	RF04087	0.00097
RF03642	RF04094	0.0014
RF03642	RF04099	1.9e-07
RF03642	RF04102	8.1e-05
RF03642	RF04106	3.8e-07
RF03642	RF04112	0.00014
RF03642	RF04118	1.9e-05
RF03642	RF04120	1.3e-05
RF03642	RF04121	7.3e-07
RF03642	RF04133	2.9e-06
RF03642	RF04134	8.7e-07
RF03642	RF04147	0.00048
RF03642	RF04149	0.0063
RF03642	RF04156	0.0016
RF03642	RF04157	0.00016
RF03642	RF04161	2e-08
RF03642	RF04164	0.0067
RF03642	RF04167	3.9e-07
RF03642	RF04170	0.0025
RF03642	RF04174	7.9e-05
RF03642	RF04197	0.0091
RF03642	RF04208	5.1e-05
RF03642	RF04239	2.6e-09
RF03642	RF04240	0.0002
RF03642	RF04242	2.8e-07
RF03642	RF04249	0.0001
RF03642	RF04262	0.0087
RF03642	RF04276	3.3e-07
RF03642	RF04281	0.00059
RF03642	RF04294	0.00041
RF03642	RF04295	0.0025
RF03642	RF04303	0.0026
RF03643	RF03658	0.0077
RF03643	RF03669	0.0093
RF03643	RF03677	1.3e-05
RF03643	RF03679	9.9e-08
RF03643	RF03694	0.00026
RF03643	RF03703	8.7e-09
RF03643	RF03717	1.3e-05
RF03643	RF03771	0.00014
RF03643	RF03832	0.00012
RF03643	RF03870	4.9e-06
RF03643	RF03992	9.7e-05
RF03643	RF04038	5.7e-07
RF03643	RF04159	0.00038
RF03643	RF04185	1.2e-07
RF03643	RF04229	0.0023
RF03643	RF04254	1.5e-06
RF03643	RF04262	0.0007
RF03644	RF03717	3.4e-05
RF03644	RF03781	1.4e-06
RF03644	RF03783	0.0012
RF03644	RF03818	0.0048
RF03644	RF03820	6.8e-06
RF03644	RF03843	0.00065
RF03644	RF03877	0.00081
RF03644	RF04036	7.9e-06
RF03644	RF04050	0.00098
RF03644	RF04057	0.0011
RF03644	RF04076	3.4e-05
RF03644	RF04201	8.7e-05
RF03644	RF04235	0.00049
RF03644	RF04239	5.8e-06
RF03644	RF04262	0.00072
RF03645	RF03652	1.6e-08
RF03645	RF03672	7.4e-09
RF03645	RF03675	0.00086
RF03645	RF03686	0.0014
RF03645	RF03689	1.8e-09
RF03645	RF03693	3.3e-07
RF03645	RF03704	1.6e-05
RF03645	RF03705	5.2e-09
RF03645	RF03709	0.00015
RF03645	RF03739	1.1e-07
RF03645	RF03751	0.00028
RF03645	RF03776	0.00028
RF03645	RF03786	0.0022
RF03645	RF03800	0.0015
RF03645	RF03812	2.9e-07
RF03645	RF03819	5.4e-08
RF03645	RF03837	2.1e-06
RF03645	RF03839	4e-05
RF03645	RF03863	1e-07
RF03645	RF03877	7.9e-05
RF03645	RF03883	2.9e-06
RF03645	RF03938	0.0061
RF03645	RF03940	0.0071
RF03645	RF03960	3.9e-08
RF03645	RF03966	1.7e-05
RF03645	RF03980	1.4e-08
RF03645	RF03991	5.6e-06
RF03645	RF04014	6e-05
RF03645	RF04024	6.3e-06
RF03645	RF04067	0.00012
RF03645	RF04070	1.2e-06
RF03645	RF04071	7e-10
RF03645	RF04081	0.0082
RF03645	RF04087	5.5e-07
RF03645	RF04093	0.0084
RF03645	RF04099	3.4e-05
RF03645	RF04108	7e-05
RF03645	RF04121	7.4e-08
RF03645	RF04125	0.0011
RF03645	RF04127	0.00075
RF03645	RF04133	0.001
RF03645	RF04136	4.1e-06
RF03645	RF04138	9.4e-08
RF03645	RF04141	0.0011
RF03645	RF04154	3.1e-06
RF03645	RF04171	3e-07
RF03645	RF04172	1.6e-10
RF03645	RF04175	0.0059
RF03645	RF04176	6.8e-09
RF03645	RF04205	0.0032
RF03645	RF04209	0.00036
RF03645	RF04213	0.00027
RF03645	RF04231	4.2e-05
RF03645	RF04235	1.2e-07
RF03645	RF04251	1.1e-05
RF03645	RF04300	4.1e-05
RF03645	RF04301	0.0091
RF03646	RF03677	1e-08
RF03646	RF03682	1.7e-06
RF03646	RF03756	6.7e-05
RF03646	RF03771	0.00016
RF03646	RF03774	0.0043
RF03646	RF03808	1.7e-05
RF03646	RF03832	1.2e-06
RF03646	RF03847	0.0083
RF03646	RF03852	1.8e-09
RF03646	RF03878	0.0012
RF03646	RF03888	1.3e-05
RF03646	RF03910	0.0036
RF03646	RF03924	0.001
RF03646	RF03930	0.0044
RF03646	RF03944	4e-06
RF03646	RF03950	7.2e-09
RF03646	RF03991	0.00014
RF03646	RF04020	6.1e-07
RF03646	RF04038	6.8e-08
RF03646	RF04082	0.0055
RF03646	RF04119	2.3e-08
RF03646	RF04141	0.002
RF03646	RF04159	1.2e-09
RF03646	RF04185	1.5e-07
RF03646	RF04203	2.8e-05
RF03646	RF04214	1.4e-06
RF03646	RF04231	0.00033
RF03646	RF04242	0.00014
RF03646	RF04260	0.00016
RF03646	RF04268	3e-07
RF03647	RF03648	3.7e-06
RF03647	RF03717	0.00043
RF03647	RF03751	4.6e-05
RF03647	RF03812	0.0041
RF03647	RF03937	0.008
RF03647	RF04010	4.8e-05
RF03647	RF04022	0.00045
RF03647	RF04051	0.0027
RF03647	RF04067	0.0019
RF03647	RF04206	2.3e-06
RF03648	RF03652	3e-07
RF03648	RF03664	0.0023
RF03648	RF03681	0.0012
RF03648	RF03685	1.4e-05
RF03648	RF03712	2.1e-07
RF03648	RF03714	1.4e-05
RF03648	RF03730	0.0043
RF03648	RF03739	1.7e-05
RF03648	RF03798	2.1e-05
RF03648	RF03800	0.00016
RF03648	RF03812	0.00016
RF03648	RF03820	1.1e-06
RF03648	RF03834	2.9e-05
RF03648	RF03837	0.00012
RF03648	RF03849	8.2e-05
RF03648	RF03877	0.00069
RF03648	RF03888	3.7e-05
RF03648	RF03960	0.00034
RF03648	RF03983	4.1e-05
RF03648	RF03999	0.00016
RF03648	RF04010	4e-06
RF03648	RF04011	7.2e-05
RF03648	RF04038	5.9e-06
RF03648	RF04049	0.006
RF03648	RF04068	3.3e-06
RF03648	RF04071	0.0013
RF03648	RF04073	0.0052
RF03648	RF04085	5.3e-07
RF03648	RF04092	6.1e-09
RF03648	RF04096	3.2e-08
RF03648	RF04126	1.1e-05
RF03648	RF04132	4.1e-08
RF03648	RF04136	0.00015
RF03648	RF04151	0.0034
RF03648	RF04172	0.00028
RF03648	RF04204	1.4e-06
RF03648	RF04209	3e-05
RF03648	RF04240	2.2e-05
RF03648	RF04265	0.0014
RF03648	RF04276	0.0056
RF03649	RF04076	0.00084
RF03649	RF04201	0.0051
RF03650	RF03743	0.0036
RF03650	RF03776	5.1e-05
RF03650	RF03818	1.1e-06
RF03650	RF04113	0.00044
RF03650	RF04176	0.0034
RF03650	RF04206	0.008
RF03650	RF04211	4.3e-05
RF03650	RF04230	0.0011
RF03651	RF03679	0.00033
RF03651	RF03685	9.5e-05
RF03651	RF03705	0.0066
RF03651	RF03730	0.0024
RF03651	RF03747	9.6e-05
RF03651	RF03751	0.0027
RF03651	RF03844	4e-05
RF03651	RF03871	0.00018
RF03651	RF03941	0.0092
RF03651	RF03979	0.00062
RF03651	RF04011	0.0016
RF03651	RF04057	3.1e-07
RF03651	RF04095	0.0032
RF03651	RF04144	6.8e-05
RF03651	RF04161	2.1e-05
RF03651	RF04241	7.1e-06
RF03652	RF03656	6.6e-06
RF03652	RF03672	2.2e-06
RF03652	RF03681	5.4e-07
RF03652	RF03685	0.00017
RF03652	RF03686	1.5e-06
RF03652	RF03689	1.2e-06
RF03652	RF03704	9.3e-07
RF03652	RF03705	2.8e-11
RF03652	RF03706	5.3e-05
RF03652	RF03710	4.5e-05
RF03652	RF03730	0.0027
RF03652	RF03766	0.0012
RF03652	RF03769	0.00011
RF03652	RF03781	0.00022
RF03652	RF03788	2e-05
RF03652	RF03818	2e-07
RF03652	RF03834	1.9e-11
RF03652	RF03837	0.00036
RF03652	RF03844	9.4e-08
RF03652	RF03863	0.00023
RF03652	RF03868	0.00043
RF03652	RF03888	1.4e-06
RF03652	RF03908	7.4e-09
RF03652	RF03921	0.0014
RF03652	RF03939	5.5e-06
RF03652	RF03940	0.0048
RF03652	RF03941	5.5e-06
RF03652	RF03961	0.0011
RF03652	RF03969	0.00019
RF03652	RF03978	1.4e-06
RF03652	RF03980	2e-09
RF03652	RF04022	0.0059
RF03652	RF04035	0.0039
RF03652	RF04039	0.00018
RF03652	RF04050	6.5e-06
RF03652	RF04057	1.6e-08
RF03652	RF04065	1.4e-05
RF03652	RF04070	2.6e-07
RF03652	RF04098	7e-05
RF03652	RF04099	2.1e-06
RF03652	RF04102	0.0049
RF03652	RF04108	0.0025
RF03652	RF04138	8.5e-05
RF03652	RF04143	0.0028
RF03652	RF04144	0.00045
RF03652	RF04151	0.00016
RF03652	RF04154	1.6e-06
RF03652	RF04171	2.6e-08
RF03652	RF04176	1.6e-09
RF03652	RF04211	0.00046
RF03652	RF04224	0.0085
RF03652	RF04235	2e-08
RF03652	RF04241	1e-05
RF03652	RF04242	1.1e-10
RF03652	RF04265	2.1e-07
RF03652	RF04286	2.8e-06
RF03652	RF04297	8.8e-06
RF03652	RF04299	2.7e-05
RF03652	RF04302	0.00032
RF03653	RF03665	0.0014
RF03653	RF03953	0.0032
RF03653	RF03955	0.0042
RF03654	RF03658	3.2e-09
RF03654	RF03669	0.00022
RF03654	RF03670	5.4e-06
RF03654	RF03697	0.00017
RF03654	RF03702	2.9e-11
RF03654	RF03709	6.8e-05
RF03654	RF03723	5.5e-06
RF03654	RF03734	1.4e-06
RF03654	RF03736	8.6e-13
RF03654	RF03743	0.0057
RF03654	RF03766	0.00074
RF03654	RF03776	3.5e-06
RF03654	RF03779	0.0079
RF03654	RF03789	0.0078
RF03654	RF03826	5.2e-12
RF03654	RF03849	3e-17
RF03654	RF03872	2.7e-08
RF03654	RF03906	0.00014
RF03654	RF03913	0.0028
RF03654	RF03922	2.5e-06
RF03654	RF03939	0.0033
RF03654	RF03953	1.6e-05
RF03654	RF03955	8.1e-15
RF03654	RF03976	4.2e-09
RF03654	RF03979	0.00056
RF03654	RF03987	4.8e-11
RF03654	RF04011	6.9e-11
RF03654	RF04052	1.1e-08
RF03654	RF04068	1.5e-06
RF03654	RF04073	2.9e-05
RF03654	RF04095	0.00024
RF03654	RF04098	1.5e-05
RF03654	RF04099	2.4e-14
RF03654	RF04112	6.5e-09
RF03654	RF04120	1.6e-09
RF03654	RF04133	7.4e-08
RF03654	RF04134	0.0063
RF03654	RF04137	0.0048
RF03654	RF04138	0.00029
RF03654	RF04147	0.00071
RF03654	RF04151	1.7e-15
RF03654	RF04156	0.0072
RF03654	RF04187	2e-11
RF03654	RF04202	8.6e-13
RF03654	RF04206	9.3e-05
RF03654	RF04211	9.3e-07
RF03654	RF04223	7.5e-15
RF03654	RF04240	7.6e-07
RF03654	RF04241	9.3e-05
RF03654	RF04248	1.5e-06
RF03654	RF04251	3.7e-07
RF03654	RF04262	3.2e-11
RF03654	RF04265	0.008
RF03655	RF03664	0.00091
RF03655	RF03754	4.4e-08
RF03655	RF03857	0.0017
RF03655	RF03877	2.1e-06
RF03655	RF03880	9.4e-07
RF03655	RF03970	2.4e-05
RF03655	RF03973	0.00014
RF03655	RF03987	1.4e-05
RF03655	RF04019	5.3e-07
RF03655	RF04051	0.0036
RF03655	RF04065	0.0044
RF03655	RF04099	6.3e-07
RF03655	RF04241	1e-05
RF03656	RF03658	0.0035
RF03656	RF03684	0.00077
RF03656	RF03712	1.5e-05
RF03656	RF03719	1.6e-05
RF03656	RF03734	4.9e-06
RF03656	RF03776	2.5e-08
RF03656	RF03796	0.0026
RF03656	RF03849	2.4e-07
RF03656	RF03863	2.3e-07
RF03656	RF03888	0.0001
RF03656	RF03906	0.00033
RF03656	RF03908	0.00085
RF03656	RF03916	0.0084
RF03656	RF03937	0.00079
RF03656	RF03956	0.0003
RF03656	RF04007	4e-05
RF03656	RF04077	4.2e-05
RF03656	RF04092	0.00043
RF03656	RF04096	1.6e-05
RF03656	RF04121	0.0032
RF03656	RF04148	0.0026
RF03656	RF04206	0.009
RF03656	RF04236	3.3e-05
RF03657	RF03686	3e-08
RF03657	RF03716	4.2e-07
RF03657	RF03717	2.5e-06
RF03657	RF03721	0.00026
RF03657	RF03760	0.00047
RF03657	RF03776	9.1e-06
RF03657	RF03781	5.6e-10
RF03657	RF03788	2.8e-08
RF03657	RF03807	0.0017
RF03657	RF03814	1.3e-06
RF03657	RF03879	9.9e-06
RF03657	RF03880	7.5e-08
RF03657	RF03887	6.9e-06
RF03657	RF03933	0.00084
RF03657	RF03953	1.9e-07
RF03657	RF03988	0.006
RF03657	RF04007	0.0011
RF03657	RF04038	2.8e-08
RF03657	RF04065	9.8e-09
RF03657	RF04076	1.3e-10
RF03657	RF04106	1.2e-07
RF03657	RF04108	1.6e-05
RF03657	RF04112	6.5e-05
RF03657	RF04138	2.4e-09
RF03657	RF04144	4.2e-08
RF03657	RF04154	1e-05
RF03657	RF04158	5.6e-06
RF03657	RF04161	1.3e-08
RF03657	RF04170	0.001
RF03657	RF04172	1e-07
RF03657	RF04176	2.5e-09
RF03657	RF04195	0.0013
RF03657	RF04197	1e-07
RF03657	RF04199	0.0062
RF03657	RF04203	9.4e-06
RF03657	RF04217	0.0043
RF03657	RF04234	9.5e-05
RF03657	RF04235	0.001
RF03657	RF04238	0.0011
RF03657	RF04240	2e-11
RF03657	RF04291	1.1e-05
RF03658	RF03668	0.0002
RF03658	RF03685	2.6e-07
RF03658	RF03689	0.00015
RF03658	RF03716	8.8e-09
RF03658	RF03719	0.0009
RF03658	RF03726	2.1e-06
RF03658	RF03734	7.8e-12
RF03658	RF03776	5.4e-08
RF03658	RF03834	3.4e-08
RF03658	RF03837	8.3e-06
RF03658	RF03849	9.9e-12
RF03658	RF03861	2.9e-07
RF03658	RF03871	0.0013
RF03658	RF03872	2e-13
RF03658	RF03877	3.4e-14
RF03658	RF03888	2.7e-11
RF03658	RF03900	9.5e-06
RF03658	RF03911	0.00023
RF03658	RF03933	1.7e-07
RF03658	RF03938	4.3e-07
RF03658	RF03951	4.1e-11
RF03658	RF03960	1.1e-05
RF03658	RF03970	0.0071
RF03658	RF03997	0.0076
RF03658	RF04007	8.4e-09
RF03658	RF04011	3.6e-13
RF03658	RF04014	0.0054
RF03658	RF04021	0.00097
RF03658	RF04043	0.00013
RF03658	RF04051	1e-10
RF03658	RF04062	1.6e-05
RF03658	RF04067	2.1e-05
RF03658	RF04073	0.0072
RF03658	RF04076	8e-07
RF03658	RF04092	3.4e-11
RF03658	RF04096	2e-09
RF03658	RF04110	3.4e-05
RF03658	RF04132	7.1e-12
RF03658	RF04143	1e-06
RF03658	RF04157	8.1e-08
RF03658	RF04161	4.1e-09
RF03658	RF04173	1.3e-09
RF03658	RF04175	0.00097
RF03658	RF04223	1e-09
RF03658	RF04236	4.9e-13
RF03658	RF04240	2.1e-11
RF03658	RF04242	4.3e-10
RF03658	RF04265	3.1e-05
RF03658	RF04284	0.00049
RF03658	RF04300	1.9e-06
RF03659	RF03671	0.0036
RF03659	RF03672	3.8e-06
RF03659	RF03711	0.00043
RF03659	RF03713	1.2e-06
RF03659	RF03714	0.0083
RF03659	RF03716	1.4e-05
RF03659	RF03747	0.0046
RF03659	RF03751	0.002
RF03659	RF03792	9.6e-07
RF03659	RF03802	4.1e-05
RF03659	RF03839	0.0025
RF03659	RF03846	6.3e-05
RF03659	RF03851	0.00062
RF03659	RF03860	0.0049
RF03659	RF03894	0.0063
RF03659	RF03906	0.0018
RF03659	RF03962	0.0032
RF03659	RF03964	2.3e-08
RF03659	RF03980	3.2e-05
RF03659	RF03993	2.2e-05
RF03659	RF04007	0.00011
RF03659	RF04024	0.00013
RF03659	RF04050	0.0005
RF03659	RF04059	7.6e-08
RF03659	RF04068	0.0044
RF03659	RF04079	2.9e-09
RF03659	RF04094	0.0012
RF03659	RF04102	0.0066
RF03659	RF04105	1.7e-05
RF03659	RF04112	5.6e-06
RF03659	RF04125	0.00014
RF03659	RF04136	0.0026
RF03659	RF04139	0.00029
RF03659	RF04154	0.0011
RF03659	RF04161	1.6e-06
RF03659	RF04164	7.5e-12
RF03659	RF04171	2.1e-09
RF03659	RF04173	0.0024
RF03659	RF04176	2.2e-06
RF03659	RF04185	8.9e-07
RF03659	RF04199	6.1e-07
RF03659	RF04208	0.00014
RF03659	RF04209	0.0063
RF03659	RF04210	0.00024
RF03659	RF04269	0.0031
RF03660	RF03705	0.0018
RF03660	RF03756	1.4e-05
RF03660	RF03758	6.9e-05
RF03660	RF03819	0.0011
RF03660	RF03888	0.0035
RF03660	RF03993	2.9e-05
RF03660	RF04007	0.0023
RF03660	RF04026	0.0013
RF03660	RF04105	0.00015
RF03661	RF03756	2.6e-05
RF03662	RF04214	0.0029
RF03663	RF03679	5.9e-05
RF03663	RF03682	0.0033
RF03663	RF03758	0.00055
RF03663	RF03777	0.0016
RF03663	RF03799	0.0054
RF03663	RF03828	0.00011
RF03663	RF03859	3.8e-06
RF03663	RF03912	0.0022
RF03663	RF03964	2.2e-06
RF03663	RF03973	0.0031
RF03663	RF03980	0.00018
RF03663	RF04019	0.0012
RF03663	RF04038	2.4e-06
RF03663	RF04049	0.00054
RF03663	RF04069	0.0036
RF03663	RF04144	0.00052
RF03663	RF04145	0.00048
RF03663	RF04244	3.4e-05
RF03664	RF03692	0.00023
RF03664	RF03702	5.4e-11
RF03664	RF03704	3.9e-06
RF03664	RF03709	8.2e-06
RF03664	RF03719	4.2e-11
RF03664	RF03722	6.6e-09
RF03664	RF03729	1.3e-07
RF03664	RF03734	1.3e-08
RF03664	RF03736	9.8e-09
RF03664	RF03741	2.7e-07
RF03664	RF03743	6.5e-08
RF03664	RF03744	5.8e-13
RF03664	RF03752	0.00033
RF03664	RF03769	6.8e-10
RF03664	RF03793	0.00014
RF03664	RF03822	7e-05
RF03664	RF03826	8.5e-12
RF03664	RF03834	2.9e-06
RF03664	RF03860	3.5e-08
RF03664	RF03862	0.0026
RF03664	RF03877	1.3e-09
RF03664	RF03880	9e-15
RF03664	RF03933	1.4e-08
RF03664	RF03938	9.2e-10
RF03664	RF03940	4.1e-11
RF03664	RF03953	6e-06
RF03664	RF03955	2.7e-06
RF03664	RF03974	1.8e-09
RF03664	RF03979	1.8e-06
RF03664	RF03980	2e-05
RF03664	RF03995	1.3e-05
RF03664	RF04008	0.00058
RF03664	RF04015	1e-06
RF03664	RF04043	3.2e-06
RF03664	RF04051	7.5e-05
RF03664	RF04053	0.004
RF03664	RF04061	5.1e-06
RF03664	RF04066	3.4e-07
RF03664	RF04067	0.0062
RF03664	RF04069	0.0076
RF03664	RF04071	0.0023
RF03664	RF04092	2.2e-05
RF03664	RF04095	6e-08
RF03664	RF04097	2.8e-05
RF03664	RF04098	3.2e-06
RF03664	RF04099	2.3e-14
RF03664	RF04106	1.3e-06
RF03664	RF04109	2e-08
RF03664	RF04112	5.7e-07
RF03664	RF04118	7.8e-09
RF03664	RF04124	0.003
RF03664	RF04125	1.7e-09
RF03664	RF04130	0.001
RF03664	RF04133	0.0035
RF03664	RF04134	1.1e-06
RF03664	RF04136	2.4e-09
RF03664	RF04139	0.002
RF03664	RF04145	2.6e-07
RF03664	RF04147	0.0039
RF03664	RF04152	3.2e-06
RF03664	RF04156	0.00055
RF03664	RF04157	6.2e-06
RF03664	RF04161	1.1e-12
RF03664	RF04174	2.8e-12
RF03664	RF04201	6.4e-06
RF03664	RF04202	7.8e-14
RF03664	RF04204	8.3e-05
RF03664	RF04205	4.2e-08
RF03664	RF04209	0.0043
RF03664	RF04211	5.9e-10
RF03664	RF04213	0.00068
RF03664	RF04228	0.00072
RF03664	RF04230	4.6e-09
RF03664	RF04251	5.8e-05
RF03664	RF04252	0.0017
RF03664	RF04262	2.3e-11
RF03664	RF04263	0.00062
RF03664	RF04273	8.2e-06
RF03664	RF04278	4.6e-06
RF03665	RF03694	0.0084
RF03665	RF03716	1e-05
RF03665	RF03717	0.001
RF03665	RF03743	3.3e-06
RF03665	RF03747	0.0021
RF03665	RF03783	5.3e-08
RF03665	RF03862	2.9e-06
RF03665	RF03889	1.1e-08
RF03665	RF03894	1.2e-07
RF03665	RF03916	4.4e-05
RF03665	RF03923	1.5e-07
RF03665	RF03940	2e-05
RF03665	RF03955	0.00052
RF03665	RF03980	1.5e-08
RF03665	RF03986	6.6e-06
RF03665	RF03987	1.9e-09
RF03665	RF03988	3.6e-05
RF03665	RF03992	4.8e-06
RF03665	RF04036	2.3e-06
RF03665	RF04056	0.00053
RF03665	RF04066	0.00028
RF03665	RF04105	0.0017
RF03665	RF04106	8.8e-06
RF03665	RF04118	0.002
RF03665	RF04124	3.7e-05
RF03665	RF04125	2.5e-07
RF03665	RF04146	0.0019
RF03665	RF04151	1.5e-07
RF03665	RF04154	2.4e-05
RF03665	RF04199	3.9e-05
RF03665	RF04201	4.5e-06
RF03665	RF04235	3.5e-05
RF03665	RF04239	1.3e-05
RF03665	RF04241	9.4e-05
RF03665	RF04242	5.2e-11
RF03665	RF04251	1.6e-06
RF03665	RF04262	2e-06
RF03666	RF03679	4.5e-06
